name,asset_type,tags,location_id,street_address,unit,unit_type,municipality,city,state,zip_code,latitude,longitude,parcel_id,residence,iffy_geocoding,available_transportation,parent_location_id,parent_location,url,email,phone,hours_of_operation,holiday_hours_of_operation,periodicity,capacity,wifi_network,internet_access,computers_available,accessibility,open_to_public,child_friendly,sensitive,do_not_display,localizability,services,hard_to_count_population,data_source_names,data_source_urls,organization_name,organization_phone,organization_email,etl_notes,geocoding_properties
CANINE SERVICE PALS INC,community_nonprofit_orgs,,66100,535 FAIR VISTA CT,,,,WEXFORD,PA,15090-8667,40.6404974,-80.04968713,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,Animal Protection and Welfare,
CANONSBURG LAKE RESTORATION AND IMP ASSN,community_nonprofit_orgs,,75170,1534 GRANDIN AVE,,,,DORMONT,PA,15216-1838,40.39336289,-80.04341894,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,"Water Resource, Wetlands Conse",
CANTERBURY PLACE,community_nonprofit_orgs,,44356,600 GRANT STREET 58TH FL,,,,PITTSBURGH,PA,15219-2739,40.441355,-79.99485275,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,Senior Citizens' Housing/Reti,
CAPTAIN JOHN WINAND TR FUND,community_nonprofit_orgs,,17893,100 S COMMONS STE 116,,,,PITTSBURGH,PA,15212-5359,40.45012804,-80.00616164,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,,
CAPTAIN SEAN M RUANE FOUNDATION,community_nonprofit_orgs,,66227,57 CORAOPOLIS RD,,,,CORAOPOLIS,PA,15108-3752,40.48731726,-80.10704687,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,"Scholarships, Student Financia",
CAPUCHIN FRANCISCAN VOLUNTEER CORPS INC,community_nonprofit_orgs,,1893,220 37TH ST,,,,PITTSBURGH,PA,15201-1806,40.46541349,-79.96349956,0049J00403000000|,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,,
CARDIACAWARE,community_nonprofit_orgs,,73306,1616 GLENBROOK AVE,,,,MOON TOWNSHIP,PA,15108-3026,40.50293609,-80.15198046,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,Fund Raising and/or Fund Distr,
CARE & CELEBRATION INC,community_nonprofit_orgs,,50919,GULF TOWER,,,,PITTSBURGH,PA,15222-0000,40.442602,-79.995214,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,Protestant,"{'confidence': 1, 'accuracy': 'point', 'match_type': 'exact', 'layer': 'venue', 'label': 'Gulf Tower, Pittsburgh, PA, USA'}"
CAREFREE SUPPORT SERVICES,community_nonprofit_orgs,,54650,141 EVERGREEN AVE,,,,PITTSBURGH,PA,15209-2350,40.47956564,-79.96883678,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,"Financial Counseling, Money Ma",
CAREGIVERS INSTITUTE INC,community_nonprofit_orgs,,68506,624 SUMMERLEA ST,,,,PITTSBURGH,PA,15232-1910,40.45435611,-79.93152752,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,"Adult, Continuing Education",
CARL A TRUANCE ATHLETIC EXCELLENCE SCHOLARSHIP,community_nonprofit_orgs,,63619,383 SHADY RIDGE DR,,,,MONROEVILLE,PA,15146-7511,40.40965169,-79.80687459,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,"Scholarships, Student Financia",
CARING FOUNDATION,community_nonprofit_orgs,,48515,120 FIFTH AVE SUITE 410,,,,PITTSBURGH,PA,15222-3000,40.44189859,-80.00343167,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,"Health, General and Financing",
CARIBBEAN OUTREACH MISSION (RASHAWN F BAUGH SOLE MBR),community_nonprofit_orgs,,74467,1646 RELATIVE DR,,,,VERONA,PA,15147-2300,40.5132778,-79.80199636,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,"Children's, Youth Services",
CARNEGIE INSTITUTE,community_nonprofit_orgs,,20573,4400 FORBES AVE,,,,PITTSBURGH,PA,15213-4007,40.44369848,-79.94909877,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,"Museum, Museum Activities",
CARNEGIE HERO FUND COMMISSION,community_nonprofit_orgs,,19801,436 SEVENTH AVENUE KOPPERS BUILDING,,,,PITTSBURGH,PA,15219-0000,40.4421072,-79.99556467,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,,
CARMAS MASONIC HALL ASSOCIATION,community_nonprofit_orgs,,45094,600 WASHINGTON AVE,,,,CARNEGIE,PA,15106-2837,40.40536184,-80.08392399,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,,
CARMAA INC,community_nonprofit_orgs,,57169,3500 ALLENDALE ST,,,,PITTSBURGH,PA,15204-1202,40.45885942,-80.06435512,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,Animal Protection and Welfare,
CARLYNTON JR SR HIGH FOOTBALLTOUCHDOWN CLUB (CHS TOUCHDOWN CLUB),community_nonprofit_orgs,,21436,435 KINGS HWY,,,,CARNEGIE,PA,15106-1043,45.26862306,-121.6617425,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,"Football Clubs, Leagues",
CARLYNTON EDUCATION FOUNDATION CORPORATION,community_nonprofit_orgs,,21436,435 KINGS HWY,,,,CARNEGIE,PA,15106-1043,45.26862306,-121.6617425,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,Fund Raising and/or Fund Distr,
CARLOW UNIVERSITY,community_nonprofit_orgs,,44406,3333 FIFITH AVE,,,,PITTSBURGH,PA,15213-0000,45.29168967,-121.6145868,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,Undergraduate College (4-year),
CARL V S PATTERSON MEMORIAL FUND,community_nonprofit_orgs,,17893,100 S COMMONS STE 116,,,,PITTSBURGH,PA,15212-5359,40.45012804,-80.00616164,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,,
CARL V S PATTERSON 19 54783 NECT,community_nonprofit_orgs,,17893,100 S COMMONS STE 116,,,,PITTSBURGH,PA,15212-5359,40.45012804,-80.00616164,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,,
CARL S AND WANDA M WEYANDT FOUNDATION,community_nonprofit_orgs,,50088,100 PINEWOOD LN STE 201,,,,WARRENDALE,PA,15086-7575,40.65308573,-80.08103697,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,,
CARL R STREAMS ELEMENTARY PARENT TEACHER ORGANIZATION,community_nonprofit_orgs,,66098,1560 ASHLAWN DR,,,,PITTSBURGH,PA,15241-2802,40.3224935,-80.09359652,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,Parent/Teacher Group,
CARL F LAUBER (16350350610461),community_nonprofit_orgs,,17893,100 S COMMONS STE 116,,,,PITTSBURGH,PA,15212-5359,40.45012804,-80.00616164,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,,
CARL D AND NEVA B LIGHT CHARITABLE TR,community_nonprofit_orgs,,17893,100 S COMMONS STE 116,,,,PITTSBURGH,PA,15212-5359,40.45012804,-80.00616164,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,Private Independent Foundation,
CARL C YOUNT CHARITABLE TRUST,community_nonprofit_orgs,,17893,100 S COMMONS STE 116,,,,PITTSBURGH,PA,15212-5359,40.45012804,-80.00616164,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,,
CARRICK BRENTWOOD LEGIONNAIRE INC,community_nonprofit_orgs,,46003,159 HORNADAY RD,,,,PITTSBURGH,PA,15210-4219,40.3951939,-79.98327292,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,,
CATHOLIC DAUGHTERS OF THE AMERICAS (664 ALLEGHENY),community_nonprofit_orgs,,39934,59 DEWEY ST,,,,PITTSBURGH,PA,15223-1742,40.5032188,-79.95184014,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,,
CENTER FOR VICTIMS,community_nonprofit_orgs,,46077,5916 PENN AVE,,,,PITTSBURGH,PA,15206-3846,40.46173288,-79.92635042,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,"Family Violence Shelters, Serv",
CHALFANT VOLUNTEER FIRE COMPANY,community_nonprofit_orgs,,50695,144 LYNNWOOD AVENUE EAST,,,,PITTSBURGH,PA,15205-0000,40.428045,-80.07582,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,"Public, Society Benefit - Mult",Geocoded by Geocodio
CHARLES MAIER TR UW 0181858 FBO WESTERN PA HUMANE SOC OG PGH PA,community_nonprofit_orgs,,17893,100 S COMMONS STE 116,,,,PITTSBURGH,PA,15212-5359,40.45012804,-80.00616164,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,,
CHINMAYA MISSION-PITTSBURGH,community_nonprofit_orgs,,54645,3817 NORTHERN PIKE,,,,MONROEVILLE,PA,15146-2187,40.43888913,-79.78100329,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,Hindu,
CHING HUA TEMPLE,community_nonprofit_orgs,,56336,3940 BEECHWOOD BLVD,,,,PITTSBURGH,PA,15217-2616,40.42819556,-79.93490795,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,Buddhist,
CHINESE ALLIANCE CHURCH OF PITTSBURGH,community_nonprofit_orgs,,49747,515 MONROEVILLE AVE,,,,TURTLE CREEK,PA,15145-1623,40.40835897,-79.82303278,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,,
CHINA PASSAGE INC,community_nonprofit_orgs,,59064,15 HODEL ST,,,,CHESWICK,PA,15024-1060,40.5543532,-79.82111188,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,International Relief,
CHILDRENS SICKLE CELL FOUNDATION (GOVE BUSINESS CENTER),community_nonprofit_orgs,,17897,226 PAUL ST STE 102,,,,PITTSBURGH,PA,15211-2332,40.42219709,-80.00915327,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,Rehabilitative Medical Service,
CHILDRENS MUSEUMLAB ADVANCEMENT INITIATIVE,community_nonprofit_orgs,,46998,10 CHILDRENS WAY,,,,PITTSBURGH,PA,15212-5250,40.45258848,-80.00696995,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,Children's Museums,
CHEMICAL ASSOCIATION OF PITTSBURGH SCHOLARSHIP FUND,community_nonprofit_orgs,,50438,2591 WEXFORD-BAYNE ROAD,,,,SEWICKLEY,PA,15143-8676,40.61287261,-80.10270103,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,,
CHIPPEWA LUTHERAN HOUSINGCORPORATION,community_nonprofit_orgs,,18126,440 LINCOLN AVE,,,,PITTSBURGH,PA,15202-3631,40.49488137,-80.05344155,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,Senior Citizens' Housing/Reti,
CHRISTINA SCHULIGER MISSIONS FOUNDATION,community_nonprofit_orgs,,61328,425 TYBURN DR,,,,WEXFORD,PA,15090-7464,40.64416903,-80.1071556,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,Foster Care,
CINDY AND MURRY GERBER FOUNDATION,community_nonprofit_orgs,,57094,535 SMITHFIELD ST STE 800,,,,PITTSBURGH,PA,15222-2305,40.44139448,-79.99803009,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,Private Independent Foundation,
COMMERCIAL REAL ESTATE WOMEN PITTSBURGH INC,community_nonprofit_orgs,,51284,PO BOX 195,,,,ALLISON PARK,PA,15101-0195,40.55951,-79.95867,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,,Geocoded by Geocodio
CLARA BARTON PTA INC (CLARA BARTON PTA),community_nonprofit_orgs,,1279,764 BEVERLY DR,,,,WEST MIFFLIN,PA,15122-3235,40.34280566,-79.92181568,0386G00080000000|,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,Parent/Teacher Group,
CLINICAL LABORATORY MANAGEMENT ASSOCIATION (WESTERN PENNSYLVANIA),community_nonprofit_orgs,,49019,875 GREENTREE RD 5 PKWY CENTER,,,,PITTSBURGH,PA,15220-0000,40.42455565,-80.04059471,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,,
CLARA BELL MORGAN SHEA TRUST 2223,community_nonprofit_orgs,,17893,100 S COMMONS STE 116,,,,PITTSBURGH,PA,15212-5359,40.45012804,-80.00616164,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,,
CLARA E THOMPSON TR UW CHARITIES 46-P04895,community_nonprofit_orgs,,17893,100 S COMMONS STE 116,,,,PITTSBURGH,PA,15212-5359,40.45012804,-80.00616164,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,,
CLARA FALKENBURY TRUST,community_nonprofit_orgs,,17893,100 S COMMONS STE 116,,,,PITTSBURGH,PA,15212-5359,40.45012804,-80.00616164,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,,
CLARA LOUISE KISER MEMORIAL FUND,community_nonprofit_orgs,,17893,100 S COMMONS STE 116,,,,PITTSBURGH,PA,15212-5359,40.45012804,-80.00616164,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,,
CLARE J CRARY TR UW FBO THE CRARY HOME,community_nonprofit_orgs,,17893,100 S COMMONS STE 116,,,,PITTSBURGH,PA,15212-5359,40.45012804,-80.00616164,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,Private Grantmaking Foundation,
CLARENCE A ROWELL 2 61590,community_nonprofit_orgs,,17893,100 S COMMONS STE 116,,,,PITTSBURGH,PA,15212-5359,40.45012804,-80.00616164,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,,
CLARENCE AND EDNA BECK FOUNDATION TRUST (27-27-001-3797307),community_nonprofit_orgs,,17893,100 S COMMONS STE 116,,,,PITTSBURGH,PA,15212-5359,40.45012804,-80.00616164,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,Private Independent Foundation,
CLARENCE BRENNEMAN TR DTD 12-26-36 FBO NESSLY CHAPEL & CEM 008816,community_nonprofit_orgs,,17893,100 S COMMONS STE 116,,,,PITTSBURGH,PA,15212-5359,40.45012804,-80.00616164,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,,
CLARENCE S AND MARGARET F FUGH FOUNDATION,community_nonprofit_orgs,,17893,100 S COMMONS STE 116,,,,PITTSBURGH,PA,15212-5359,40.45012804,-80.00616164,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,,
CLARK CO REG MED CTR S BUSH,community_nonprofit_orgs,,17893,100 S COMMONS STE 116,,,,PITTSBURGH,PA,15212-5359,40.45012804,-80.00616164,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,,
CLARK CO REG MED CTR S MCCORMICK,community_nonprofit_orgs,,17893,100 S COMMONS STE 116,,,,PITTSBURGH,PA,15212-5359,40.45012804,-80.00616164,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,,
CLARK HUNTER FOUNDATION,community_nonprofit_orgs,,19801,436 SEVENTH AVENUE KOPPERS BUILDING,,,,PITTSBURGH,PA,15219-0000,40.4421072,-79.99556467,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,Private Grantmaking Foundation,
CLARK MEMORIAL BAPTIST CHURCH,community_nonprofit_orgs,,1742,1301 GLENN ST,,,,HOMESTEAD,PA,15120-1730,40.40401017,-79.90665646,0131C00038000001|,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,Protestant,
CLARK P AND LAURA A MCCOY SCHOLARSHIP TRUST,community_nonprofit_orgs,,17893,100 S COMMONS STE 116,,,,PITTSBURGH,PA,15212-5359,40.45012804,-80.00616164,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,,
CLASH INTERNATIONAL,community_nonprofit_orgs,,62343,1124 MILAN AVE,,,,PITTSBURGH,PA,15226-1808,40.3936622,-80.01358144,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,International Relief,
CLAUDE B LARTZ CHARITABLE TRUST,community_nonprofit_orgs,,17893,100 S COMMONS STE 116,,,,PITTSBURGH,PA,15212-5359,40.45012804,-80.00616164,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,Private Grantmaking Foundation,
CLAUDE WORTHINGTON BENEDUM FOUNDATION,community_nonprofit_orgs,,44963,223 4TH AVE 1400 BENEDUM TREES,,,,PITTSBURGH,PA,15222-1717,40.43989411,-80.00216294,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,,
CLEAN AND SOBER HUMANS ASSOCIATION INC,community_nonprofit_orgs,,67743,827 BROADWAY AVE,,,,MCKEES ROCKS,PA,15136-2227,40.47310848,-80.07588111,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,"Alcohol, Drug Abuse, Preventio",
CLEAN SLATE E3 INC,community_nonprofit_orgs,,56252,200 ROSS STREET NO 9TH FL,,,,PITTSBURGH,PA,15219-2014,40.43673612,-79.99677218,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,"Scholarships, Student Financia",
CLEANSING WORD MINISTRIES,community_nonprofit_orgs,,55475,115 ROTHESAY AVE,,,,CARNEGIE,PA,15106-1233,40.41509928,-80.06870919,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,Educational Services and Schoo,
CLEAR SKIES ENG,community_nonprofit_orgs,,74971,5 STEUBEN ST,,,,PITTSBURGH,PA,15205-2707,40.43809509,-80.0660596,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,Management & Technical Assista,
CLEAR THOUGHTS FOUNDATION,community_nonprofit_orgs,,57965,3000 VILLAGE RUN RD STE 103 # 225,,,,WEXFORD,PA,15090-6315,45.34653468,-121.7019251,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,Nonmonetary Support N.E.C.,
CLEFUND,community_nonprofit_orgs,,57442,112 WHITAKER ST,,,,HOMESTEAD,PA,15120-2447,40.40120389,-79.88796211,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,Housing Support Services -- Ot,
CLEMENT BIDDLE RES (P N C BANK NA),community_nonprofit_orgs,,17893,100 S COMMONS STE 116,,,,PITTSBURGH,PA,15212-5359,40.45012804,-80.00616164,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,,
CLIFFORD BLISS PARAGRAPH TWELVE,community_nonprofit_orgs,,17893,100 S COMMONS STE 116,,,,PITTSBURGH,PA,15212-5359,40.45012804,-80.00616164,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,,
CLIFTON METHODIST CHURCH TRUST 16-70-070-0216231,community_nonprofit_orgs,,59135,620 LIBERTY AVE 10 FLR,,,,PITTSBURGH,PA,15222-2722,40.44181086,-80.00083213,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,,
CLINICAL PATHOLOGY INSTITUTE COOPERATIVE INC (UPMC CORPORATE TAX),community_nonprofit_orgs,,48739,600 GRANT ST,,,,PITTSBURGH,PA,15219-2702,40.441355,-79.99485275,,,,,,,,,,,,,,,,,,,,,,FIX,,,IRS: Exempt Organizations Business Master File Extract,https://www.irs.gov/charities-non-profits/exempt-organizations-business-master-file-extract-eo-bmf,,,,Community Health Systems,
